REPORT_DATE,Country,TotalPositiveCases,TotalDeaths
3/30/2020,Mexico,145,4
3/31/2020,Mexico,101,8
4/1/2020,Mexico,121,1
4/2/2020,Mexico,163,8
4/3/2020,Mexico,132,13
4/4/2020,Mexico,178,10
4/5/2020,Mexico,202,19
4/6/2020,Mexico,253,15
4/7/2020,Mexico,296,31
4/8/2020,Mexico,346,16
4/9/2020,Mexico,396,33
4/10/2020,Mexico,260,20
4/11/2020,Mexico,403,39
4/12/2020,Mexico,375,40
4/13/2020,Mexico,442,23
4/14/2020,Mexico,353,36
4/15/2020,Mexico,385,74
4/16/2020,Mexico,448,43
4/17/2020,Mexico,450,37
4/18/2020,Mexico,578,60
4/19/2020,Mexico,622,104
4/20/2020,Mexico,764,36
4/21/2020,Mexico,511,26
4/22/2020,Mexico,729,145
4/23/2020,Mexico,1043,113
4/24/2020,Mexico,1089,99
4/25/2020,Mexico,1239,152
4/26/2020,Mexico,970,84
4/27/2020,Mexico,835,46
4/28/2020,Mexico,852,83
4/29/2020,Mexico,1223,135
4/30/2020,Mexico,1047,163
5/1/2020,Mexico,1425,127
5/2/2020,Mexico,1515,113
5/3/2020,Mexico,1349,89
5/4/2020,Mexico,1383,93
5/5/2020,Mexico,1434,117
5/6/2020,Mexico,1120,236
5/7/2020,Mexico,1609,197
5/8/2020,Mexico,1982,257
5/9/2020,Mexico,1906,199
5/10/2020,Mexico,1938,193
5/11/2020,Mexico,1562,112
5/12/2020,Mexico,1305,108
5/13/2020,Mexico,1997,353
5/14/2020,Mexico,1862,294
5/15/2020,Mexico,2409,257
5/16/2020,Mexico,2437,290
5/17/2020,Mexico,2112,278
5/18/2020,Mexico,2075,132
5/19/2020,Mexico,2414,155
5/20/2020,Mexico,2713,334
5/21/2020,Mexico,2248,424
5/22/2020,Mexico,2973,420
5/23/2020,Mexico,2960,479
5/24/2020,Mexico,3329,190
5/25/2020,Mexico,2764,215
5/26/2020,Mexico,2485,239
5/27/2020,Mexico,3455,501
5/28/2020,Mexico,3463,463
5/29/2020,Mexico,3377,447
5/30/2020,Mexico,3227,371
5/31/2020,Mexico,2885,364
6/1/2020,Mexico,3152,151
6/2/2020,Mexico,2771,237
6/3/2020,Mexico,3891,470
6/4/2020,Mexico,3912,1091
6/5/2020,Mexico,4442,817
6/6/2020,Mexico,4346,625
6/7/2020,Mexico,3593,341
6/8/2020,Mexico,3484,188
6/9/2020,Mexico,2999,354
6/10/2020,Mexico,4199,596
6/11/2020,Mexico,4883,708
6/12/2020,Mexico,4790,587
6/13/2020,Mexico,5222,504
6/14/2020,Mexico,3494,424
6/15/2020,Mexico,4147,269
6/16/2020,Mexico,3427,439
6/17/2020,Mexico,4599,730
6/18/2020,Mexico,4930,770
6/19/2020,Mexico,5662,667
6/20/2020,Mexico,5030,647
6/21/2020,Mexico,4717,387
6/22/2020,Mexico,5343,1044
6/23/2020,Mexico,4577,759
6/24/2020,Mexico,6288,793
6/25/2020,Mexico,5437,965
6/26/2020,Mexico,6104,718
6/27/2020,Mexico,5441,719
6/28/2020,Mexico,4410,602
6/29/2020,Mexico,4050,267
6/30/2020,Mexico,3805,473
7/1/2020,Mexico,5432,648
7/2/2020,Mexico,5681,741
7/3/2020,Mexico,6741,679
7/4/2020,Mexico,6740,654
7/5/2020,Mexico,6914,523
7/6/2020,Mexico,4683,273
7/7/2020,Mexico,4902,480
7/8/2020,Mexico,6258,895
7/9/2020,Mexico,6995,782
7/10/2020,Mexico,7280,730
7/11/2020,Mexico,6891,665
7/12/2020,Mexico,6094,539
7/13/2020,Mexico,4482,276
7/14/2020,Mexico,4685,443
7/15/2020,Mexico,7051,878
7/16/2020,Mexico,6149,579
7/17/2020,Mexico,6406,668
7/18/2020,Mexico,7257,736
7/19/2020,Mexico,7615,578
7/20/2020,Mexico,5311,296
7/21/2020,Mexico,5172,301
12/31/2019,Peru,0,0
1/1/2020,Peru,0,0
1/2/2020,Peru,0,0
1/3/2020,Peru,0,0
1/4/2020,Peru,0,0
1/5/2020,Peru,0,0
1/6/2020,Peru,0,0
1/7/2020,Peru,0,0
1/8/2020,Peru,0,0
1/9/2020,Peru,0,0
1/10/2020,Peru,0,0
1/11/2020,Peru,0,0
1/12/2020,Peru,0,0
1/13/2020,Peru,0,0
1/14/2020,Peru,0,0
1/15/2020,Peru,0,0
1/16/2020,Peru,0,0
1/17/2020,Peru,0,0
1/18/2020,Peru,0,0
1/19/2020,Peru,0,0
1/20/2020,Peru,0,0
1/21/2020,Peru,0,0
1/22/2020,Peru,0,0
1/23/2020,Peru,0,0
1/24/2020,Peru,0,0
1/25/2020,Peru,0,0
1/26/2020,Peru,0,0
1/27/2020,Peru,0,0
1/28/2020,Peru,0,0
1/29/2020,Peru,0,0
1/30/2020,Peru,0,0
1/31/2020,Peru,0,0
2/1/2020,Peru,0,0
2/2/2020,Peru,0,0
2/3/2020,Peru,0,0
2/4/2020,Peru,0,0
2/5/2020,Peru,0,0
2/6/2020,Peru,0,0
2/7/2020,Peru,0,0
2/8/2020,Peru,0,0
2/9/2020,Peru,0,0
2/10/2020,Peru,0,0
2/11/2020,Peru,0,0
2/12/2020,Peru,0,0
2/13/2020,Peru,0,0
2/14/2020,Peru,0,0
2/15/2020,Peru,0,0
2/16/2020,Peru,0,0
2/17/2020,Peru,0,0
2/18/2020,Peru,0,0
2/19/2020,Peru,0,0
2/20/2020,Peru,0,0
2/21/2020,Peru,0,0
2/22/2020,Peru,0,0
2/23/2020,Peru,0,0
2/24/2020,Peru,0,0
2/25/2020,Peru,0,0
2/26/2020,Peru,0,0
2/27/2020,Peru,0,0
2/28/2020,Peru,0,0
2/29/2020,Peru,0,0
3/1/2020,Peru,0,0
3/2/2020,Peru,0,0
3/3/2020,Peru,0,0
3/4/2020,Peru,0,0
3/5/2020,Peru,0,0
3/6/2020,Peru,0,0
3/7/2020,Peru,1,0
3/8/2020,Peru,0,0
3/9/2020,Peru,6,0
3/10/2020,Peru,2,0
3/11/2020,Peru,2,0
3/12/2020,Peru,6,0
3/13/2020,Peru,5,0
3/14/2020,Peru,16,0
3/15/2020,Peru,5,0
3/16/2020,Peru,28,0
3/17/2020,Peru,15,0
3/18/2020,Peru,31,0
3/19/2020,Peru,28,0
3/20/2020,Peru,89,2
3/21/2020,Peru,29,1
3/22/2020,Peru,55,2
3/23/2020,Peru,45,0
3/24/2020,Peru,32,0
3/25/2020,Peru,21,2
3/26/2020,Peru,142,1
3/27/2020,Peru,22,1
3/28/2020,Peru,55,2
3/29/2020,Peru,36,5
3/30/2020,Peru,181,2
3/31/2020,Peru,98,6
4/1/2020,Peru,115,6
4/2/2020,Peru,258,17
4/3/2020,Peru,91,8
4/4/2020,Peru,181,6
4/5/2020,Peru,151,12
4/6/2020,Peru,535,10
4/7/2020,Peru,280,9
4/8/2020,Peru,393,15
4/9/2020,Peru,1388,14
4/10/2020,Peru,914,17
4/11/2020,Peru,641,31
4/12/2020,Peru,951,12
4/13/2020,Peru,671,12
4/14/2020,Peru,0,0
4/15/2020,Peru,2784,37
4/16/2020,Peru,1172,24
4/17/2020,Peru,1016,20
4/18/2020,Peru,998,26
4/19/2020,Peru,931,48
4/20/2020,Peru,1208,52
4/21/2020,Peru,697,45
4/22/2020,Peru,1512,39
4/23/2020,Peru,1413,46
4/24/2020,Peru,1664,42
4/25/2020,Peru,734,62
4/26/2020,Peru,3683,66
4/27/2020,Peru,2186,28
4/28/2020,Peru,1182,54
4/29/2020,Peru,2491,72
4/30/2020,Peru,2741,89
5/1/2020,Peru,3045,108
5/2/2020,Peru,3483,73
5/3/2020,Peru,2075,76
5/4/2020,Peru,3394,86
5/5/2020,Peru,1444,58
5/6/2020,Peru,3817,100
5/7/2020,Peru,3628,89
5/8/2020,Peru,3709,94
5/9/2020,Peru,3321,87
5/10/2020,Peru,3168,100
5/11/2020,Peru,2292,75
5/12/2020,Peru,1515,72
5/13/2020,Peru,3237,96
5/14/2020,Peru,4247,112
5/15/2020,Peru,4298,98
5/16/2020,Peru,3891,126
5/17/2020,Peru,4046,130
5/18/2020,Peru,3732,125
5/19/2020,Peru,2660,141
5/20/2020,Peru,4550,125
5/21/2020,Peru,4537,110
5/22/2020,Peru,4749,124
5/23/2020,Peru,2929,96
5/24/2020,Peru,4056,129
5/25/2020,Peru,4205,83
5/26/2020,Peru,4020,173
5/27/2020,Peru,5772,159
5/28/2020,Peru,6154,195
5/29/2020,Peru,5874,116
5/30/2020,Peru,6506,131
5/31/2020,Peru,7386,141
6/1/2020,Peru,8805,135
6/2/2020,Peru,5563,128
6/3/2020,Peru,0,0
6/4/2020,Peru,8875,260
6/5/2020,Peru,4284,137
6/6/2020,Peru,4202,131
6/7/2020,Peru,4358,139
6/8/2020,Peru,4757,164
6/9/2020,Peru,3181,106
6/10/2020,Peru,4040,167
6/11/2020,Peru,5087,165
6/12/2020,Peru,5965,206
6/13/2020,Peru,5961,199
6/14/2020,Peru,4383,190
6/15/2020,Peru,4604,190
6/16/2020,Peru,3256,172
6/17/2020,Peru,4164,196
6/18/2020,Peru,3752,201
6/19/2020,Peru,3480,204
6/20/2020,Peru,3537,199
6/21/2020,Peru,3413,201
6/22/2020,Peru,3598,184
6/23/2020,Peru,0,0
6/24/2020,Peru,5874,359
6/25/2020,Peru,3879,182
6/26/2020,Peru,3913,175
6/27/2020,Peru,3762,178
6/28/2020,Peru,3625,196
6/29/2020,Peru,3430,182
6/30/2020,Peru,2946,187
7/1/2020,Peru,2848,173
7/2/2020,Peru,3264,183
7/3/2020,Peru,3527,185
7/4/2020,Peru,3595,181
7/5/2020,Peru,3481,186
7/6/2020,Peru,3638,177
7/7/2020,Peru,2985,183
7/8/2020,Peru,3575,180
7/9/2020,Peru,3633,181
7/10/2020,Peru,3537,181
7/11/2020,Peru,3198,186
7/12/2020,Peru,3064,182
7/13/2020,Peru,3616,188
7/14/2020,Peru,3797,184
7/15/2020,Peru,3744,175
7/16/2020,Peru,3857,188
7/17/2020,Peru,3862,198
7/18/2020,Peru,3951,184
7/19/2020,Peru,3963,199
7/20/2020,Peru,4090,189
7/21/2020,Peru,4091,197
12/31/2019,Russia,0,0
1/1/2020,Russia,0,0
1/2/2020,Russia,0,0
1/3/2020,Russia,0,0
1/4/2020,Russia,0,0
1/5/2020,Russia,0,0
1/6/2020,Russia,0,0
1/7/2020,Russia,0,0
1/8/2020,Russia,0,0
1/9/2020,Russia,0,0
1/10/2020,Russia,0,0
1/11/2020,Russia,0,0
1/12/2020,Russia,0,0
1/13/2020,Russia,0,0
1/14/2020,Russia,0,0
1/15/2020,Russia,0,0
1/16/2020,Russia,0,0
1/17/2020,Russia,0,0
1/18/2020,Russia,0,0
1/19/2020,Russia,0,0
1/20/2020,Russia,0,0
1/21/2020,Russia,0,0
1/22/2020,Russia,0,0
1/23/2020,Russia,0,0
1/24/2020,Russia,0,0
1/25/2020,Russia,0,0
1/26/2020,Russia,0,0
1/27/2020,Russia,0,0
1/28/2020,Russia,0,0
1/29/2020,Russia,0,0
1/30/2020,Russia,0,0
1/31/2020,Russia,0,0
2/1/2020,Russia,2,0
2/2/2020,Russia,0,0
2/3/2020,Russia,0,0
2/4/2020,Russia,0,0
2/5/2020,Russia,0,0
2/6/2020,Russia,0,0
2/7/2020,Russia,0,0
2/8/2020,Russia,0,0
2/9/2020,Russia,0,0
2/10/2020,Russia,0,0
2/11/2020,Russia,0,0
2/12/2020,Russia,0,0
2/13/2020,Russia,0,0
2/14/2020,Russia,0,0
2/15/2020,Russia,0,0
2/16/2020,Russia,0,0
2/17/2020,Russia,0,0
2/18/2020,Russia,0,0
2/19/2020,Russia,0,0
2/20/2020,Russia,0,0
2/21/2020,Russia,0,0
2/22/2020,Russia,0,0
2/23/2020,Russia,0,0
2/24/2020,Russia,0,0
2/25/2020,Russia,0,0
2/26/2020,Russia,0,0
2/27/2020,Russia,0,0
2/28/2020,Russia,0,0
2/29/2020,Russia,0,0
3/1/2020,Russia,0,0
3/2/2020,Russia,0,0
3/3/2020,Russia,1,0
3/4/2020,Russia,1,0
3/5/2020,Russia,0,0
3/6/2020,Russia,0,0
3/7/2020,Russia,6,0
3/8/2020,Russia,0,0
3/9/2020,Russia,0,0
3/10/2020,Russia,0,0
3/11/2020,Russia,0,0
3/12/2020,Russia,15,0
3/13/2020,Russia,5,0
3/14/2020,Russia,15,0
3/15/2020,Russia,14,0
3/16/2020,Russia,4,0
3/17/2020,Russia,30,0
3/18/2020,Russia,21,0
3/19/2020,Russia,33,0
3/20/2020,Russia,52,0
3/21/2020,Russia,54,0
3/22/2020,Russia,53,0
3/23/2020,Russia,132,0
3/24/2020,Russia,0,0
3/25/2020,Russia,57,0
3/26/2020,Russia,163,0
3/27/2020,Russia,182,2
3/28/2020,Russia,196,2
3/29/2020,Russia,228,1
3/30/2020,Russia,270,3
3/31/2020,Russia,302,2
4/1/2020,Russia,501,7
4/2/2020,Russia,440,7
4/3/2020,Russia,771,6
4/4/2020,Russia,601,4
4/5/2020,Russia,582,9
4/6/2020,Russia,658,2
4/7/2020,Russia,954,2
4/8/2020,Russia,1154,11
4/9/2020,Russia,1175,5
4/10/2020,Russia,1459,13
4/11/2020,Russia,1786,18
4/12/2020,Russia,1667,12
4/13/2020,Russia,2186,24
4/14/2020,Russia,2558,18
4/15/2020,Russia,2774,22
4/16/2020,Russia,3388,28
4/17/2020,Russia,3448,34
4/18/2020,Russia,4070,41
4/19/2020,Russia,4785,40
4/20/2020,Russia,6060,48
4/21/2020,Russia,4268,44
4/22/2020,Russia,5642,51
4/23/2020,Russia,5236,57
4/24/2020,Russia,4774,42
4/25/2020,Russia,5849,60
4/26/2020,Russia,5966,66
4/27/2020,Russia,6361,66
4/28/2020,Russia,6198,48
4/29/2020,Russia,6411,72
4/30/2020,Russia,5841,105
5/1/2020,Russia,7099,101
5/2/2020,Russia,7933,96
5/3/2020,Russia,9623,53
5/4/2020,Russia,10633,58
5/5/2020,Russia,10581,76
5/6/2020,Russia,10102,95
5/7/2020,Russia,10559,86
5/8/2020,Russia,11231,88
5/9/2020,Russia,10699,98
5/10/2020,Russia,10817,104
5/11/2020,Russia,11012,88
5/12/2020,Russia,11656,94
5/13/2020,Russia,10899,107
5/14/2020,Russia,10028,96
5/15/2020,Russia,9974,93
5/16/2020,Russia,10598,113
5/17/2020,Russia,9200,119
5/18/2020,Russia,9709,94
5/19/2020,Russia,8926,91
5/20/2020,Russia,9263,115
5/21/2020,Russia,8764,135
5/22/2020,Russia,8849,127
5/23/2020,Russia,8894,150
5/24/2020,Russia,9434,139
5/25/2020,Russia,8599,153
5/26/2020,Russia,8946,92
5/27/2020,Russia,8915,174
5/28/2020,Russia,8338,161
5/29/2020,Russia,8371,174
5/30/2020,Russia,8572,232
5/31/2020,Russia,8952,181
6/1/2020,Russia,9268,138
6/2/2020,Russia,9035,162
6/3/2020,Russia,8863,182
6/4/2020,Russia,8536,178
6/5/2020,Russia,8831,169
6/6/2020,Russia,8726,144
6/7/2020,Russia,8855,197
6/8/2020,Russia,8984,134
6/9/2020,Russia,8985,112
6/10/2020,Russia,8595,170
6/11/2020,Russia,8404,217
6/12/2020,Russia,8779,174
6/13/2020,Russia,8987,183
6/14/2020,Russia,8706,114
6/15/2020,Russia,8835,119
6/16/2020,Russia,8246,143
6/17/2020,Russia,8248,193
6/18/2020,Russia,7843,194
6/19/2020,Russia,7790,312
6/20/2020,Russia,7972,182
6/21/2020,Russia,7889,30
6/22/2020,Russia,7728,109
6/23/2020,Russia,7600,95
6/24/2020,Russia,7425,153
6/25/2020,Russia,7176,154
6/26/2020,Russia,7113,92
6/27/2020,Russia,6800,176
6/28/2020,Russia,6852,188
6/29/2020,Russia,6791,104
6/30/2020,Russia,6719,93
7/1/2020,Russia,6693,154
7/2/2020,Russia,6556,216
7/3/2020,Russia,6760,147
7/4/2020,Russia,6718,176
7/5/2020,Russia,6632,168
7/6/2020,Russia,6736,134
7/7/2020,Russia,6611,135
7/8/2020,Russia,6368,198
7/9/2020,Russia,6562,173
7/10/2020,Russia,6509,176
7/11/2020,Russia,6635,174
7/12/2020,Russia,6611,188
7/13/2020,Russia,6615,130
7/14/2020,Russia,6537,104
7/15/2020,Russia,6248,175
7/16/2020,Russia,6422,156
7/17/2020,Russia,6428,167
7/18/2020,Russia,12640,310
7/19/2020,Russia,6109,95
7/20/2020,Russia,0,0
7/21/2020,Russia,5940,85
12/31/2019,South Africa,0,0
1/1/2020,South Africa,0,0
1/2/2020,South Africa,0,0
1/3/2020,South Africa,0,0
1/4/2020,South Africa,0,0
1/5/2020,South Africa,0,0
1/6/2020,South Africa,0,0
1/7/2020,South Africa,0,0
1/8/2020,South Africa,0,0
1/9/2020,South Africa,0,0
1/10/2020,South Africa,0,0
1/11/2020,South Africa,0,0
1/12/2020,South Africa,0,0
1/13/2020,South Africa,0,0
1/14/2020,South Africa,0,0
1/15/2020,South Africa,0,0
1/16/2020,South Africa,0,0
1/17/2020,South Africa,0,0
1/18/2020,South Africa,0,0
1/19/2020,South Africa,0,0
1/20/2020,South Africa,0,0
1/21/2020,South Africa,0,0
1/22/2020,South Africa,0,0
1/23/2020,South Africa,0,0
1/24/2020,South Africa,0,0
1/25/2020,South Africa,0,0
1/26/2020,South Africa,0,0
1/27/2020,South Africa,0,0
1/28/2020,South Africa,0,0
1/29/2020,South Africa,0,0
1/30/2020,South Africa,0,0
1/31/2020,South Africa,0,0
2/1/2020,South Africa,0,0
2/2/2020,South Africa,0,0
2/3/2020,South Africa,0,0
2/4/2020,South Africa,0,0
2/5/2020,South Africa,0,0
2/6/2020,South Africa,0,0
2/7/2020,South Africa,0,0
2/8/2020,South Africa,0,0
2/9/2020,South Africa,0,0
2/10/2020,South Africa,0,0
2/11/2020,South Africa,0,0
2/12/2020,South Africa,0,0
2/13/2020,South Africa,0,0
2/14/2020,South Africa,0,0
2/15/2020,South Africa,0,0
2/16/2020,South Africa,0,0
2/17/2020,South Africa,0,0
2/18/2020,South Africa,0,0
2/19/2020,South Africa,0,0
2/20/2020,South Africa,0,0
2/21/2020,South Africa,0,0
2/22/2020,South Africa,0,0
2/23/2020,South Africa,0,0
2/24/2020,South Africa,0,0
2/25/2020,South Africa,0,0
2/26/2020,South Africa,0,0
2/27/2020,South Africa,0,0
2/28/2020,South Africa,0,0
2/29/2020,South Africa,0,0
3/1/2020,South Africa,0,0
3/2/2020,South Africa,0,0
3/3/2020,South Africa,0,0
3/4/2020,South Africa,0,0
3/5/2020,South Africa,0,0
3/6/2020,South Africa,1,0
3/7/2020,South Africa,0,0
3/8/2020,South Africa,1,0
3/9/2020,South Africa,1,0
3/10/2020,South Africa,4,0
3/11/2020,South Africa,0,0
3/12/2020,South Africa,6,0
3/13/2020,South Africa,4,0
3/14/2020,South Africa,7,0
3/15/2020,South Africa,0,0
3/16/2020,South Africa,27,0
3/17/2020,South Africa,11,0
3/18/2020,South Africa,23,0
3/19/2020,South Africa,31,0
3/20/2020,South Africa,34,0
3/21/2020,South Africa,55,0
3/22/2020,South Africa,35,0
3/23/2020,South Africa,34,0
3/24/2020,South Africa,128,0
3/25/2020,South Africa,155,0
3/26/2020,South Africa,152,0
3/27/2020,South Africa,218,2
3/28/2020,South Africa,243,0
3/29/2020,South Africa,17,0
3/30/2020,South Africa,93,0
3/31/2020,South Africa,46,1
4/1/2020,South Africa,27,2
4/2/2020,South Africa,27,0
4/3/2020,South Africa,82,0
4/4/2020,South Africa,43,2
4/5/2020,South Africa,80,2
4/6/2020,South Africa,70,2
4/7/2020,South Africa,31,1
4/8/2020,South Africa,63,1
4/9/2020,South Africa,96,5
4/10/2020,South Africa,89,0
4/11/2020,South Africa,69,6
4/12/2020,South Africa,25,1
4/13/2020,South Africa,145,0
4/14/2020,South Africa,99,2
4/15/2020,South Africa,143,0
4/16/2020,South Africa,91,7
4/17/2020,South Africa,99,14
4/18/2020,South Africa,178,2
4/19/2020,South Africa,251,2
4/20/2020,South Africa,124,2
4/21/2020,South Africa,142,4
4/22/2020,South Africa,165,0
4/23/2020,South Africa,170,7
4/24/2020,South Africa,318,10
4/25/2020,South Africa,267,4
4/26/2020,South Africa,141,7
4/27/2020,South Africa,185,1
4/28/2020,South Africa,247,3
4/29/2020,South Africa,203,3
4/30/2020,South Africa,354,10
5/1/2020,South Africa,297,0
5/2/2020,South Africa,304,13
5/3/2020,South Africa,385,7
5/4/2020,South Africa,447,8
5/5/2020,South Africa,437,7
5/6/2020,South Africa,352,10
5/7/2020,South Africa,236,5
5/8/2020,South Africa,424,8
5/9/2020,South Africa,663,17
5/10/2020,South Africa,525,8
5/11/2020,South Africa,595,8
5/12/2020,South Africa,637,12
5/13/2020,South Africa,698,0
5/14/2020,South Africa,724,13
5/15/2020,South Africa,665,19
5/16/2020,South Africa,785,9
5/17/2020,South Africa,831,14
5/18/2020,South Africa,1160,3
5/19/2020,South Africa,918,22
5/20/2020,South Africa,767,26
5/21/2020,South Africa,803,27
5/22/2020,South Africa,1134,30
5/23/2020,South Africa,988,28
5/24/2020,South Africa,1218,10
5/25/2020,South Africa,1240,22
5/26/2020,South Africa,1032,52
5/27/2020,South Africa,649,43
5/28/2020,South Africa,1673,28
5/29/2020,South Africa,1466,25
5/30/2020,South Africa,1837,34
5/31/2020,South Africa,1727,32
6/1/2020,South Africa,1716,40
6/2/2020,South Africa,1674,22
6/3/2020,South Africa,1455,50
6/4/2020,South Africa,1713,37
6/5/2020,South Africa,3267,56
6/6/2020,South Africa,2642,60
6/7/2020,South Africa,2539,44
6/8/2020,South Africa,2312,46
6/9/2020,South Africa,2594,82
6/10/2020,South Africa,2112,82
6/11/2020,South Africa,2430,48
6/12/2020,South Africa,3147,79
6/13/2020,South Africa,3359,65
6/14/2020,South Africa,3809,69
6/15/2020,South Africa,4302,57
6/16/2020,South Africa,3495,88
6/17/2020,South Africa,2801,57
6/18/2020,South Africa,4078,49
6/19/2020,South Africa,3478,63
6/20/2020,South Africa,3825,94
6/21/2020,South Africa,4966,46
6/22/2020,South Africa,4621,53
6/23/2020,South Africa,4288,61
6/24/2020,South Africa,4518,111
6/25/2020,South Africa,5688,103
6/26/2020,South Africa,6579,87
6/27/2020,South Africa,6215,48
6/28/2020,South Africa,7210,73
6/29/2020,South Africa,6334,43
6/30/2020,South Africa,6130,73
7/1/2020,South Africa,6945,128
7/2/2020,South Africa,8124,92
7/3/2020,South Africa,8728,95
7/4/2020,South Africa,9063,108
7/5/2020,South Africa,10853,74
7/6/2020,South Africa,8773,173
7/7/2020,South Africa,8971,111
7/8/2020,South Africa,10134,192
7/9/2020,South Africa,8810,100
7/10/2020,South Africa,13674,118
7/11/2020,South Africa,12348,140
7/12/2020,South Africa,13497,111
7/13/2020,South Africa,12058,108
7/14/2020,South Africa,11554,93
7/15/2020,South Africa,10496,174
7/16/2020,South Africa,12757,107
7/17/2020,South Africa,13172,216
7/18/2020,South Africa,13373,135
7/19/2020,South Africa,13285,144
7/20/2020,South Africa,13449,85
7/21/2020,South Africa,9300,140
12/31/2019,United Kingdom,0,0
1/1/2020,United Kingdom,0,0
1/2/2020,United Kingdom,0,0
1/3/2020,United Kingdom,0,0
1/4/2020,United Kingdom,0,0
1/5/2020,United Kingdom,0,0
1/6/2020,United Kingdom,0,0
1/7/2020,United Kingdom,0,0
1/8/2020,United Kingdom,0,0
1/9/2020,United Kingdom,0,0
1/10/2020,United Kingdom,0,0
1/11/2020,United Kingdom,0,0
1/12/2020,United Kingdom,0,0
1/13/2020,United Kingdom,0,0
1/14/2020,United Kingdom,0,0
1/15/2020,United Kingdom,0,0
1/16/2020,United Kingdom,0,0
1/17/2020,United Kingdom,0,0
1/18/2020,United Kingdom,0,0
1/19/2020,United Kingdom,0,0
1/20/2020,United Kingdom,0,0
1/21/2020,United Kingdom,0,0
1/22/2020,United Kingdom,0,0
1/23/2020,United Kingdom,0,0
1/24/2020,United Kingdom,0,0
1/25/2020,United Kingdom,0,0
1/26/2020,United Kingdom,0,0
1/27/2020,United Kingdom,0,0
1/28/2020,United Kingdom,0,0
1/29/2020,United Kingdom,0,0
1/30/2020,United Kingdom,0,0
1/31/2020,United Kingdom,2,0
2/1/2020,United Kingdom,0,0
2/2/2020,United Kingdom,0,0
2/3/2020,United Kingdom,0,0
2/4/2020,United Kingdom,0,0
2/5/2020,United Kingdom,0,0
2/6/2020,United Kingdom,0,0
2/7/2020,United Kingdom,1,0
2/8/2020,United Kingdom,0,0
2/9/2020,United Kingdom,1,0
2/10/2020,United Kingdom,0,0
2/11/2020,United Kingdom,4,0
2/12/2020,United Kingdom,0,0
2/13/2020,United Kingdom,1,0
2/14/2020,United Kingdom,0,0
2/15/2020,United Kingdom,0,0
2/16/2020,United Kingdom,0,0
2/17/2020,United Kingdom,0,0
2/18/2020,United Kingdom,0,0
2/19/2020,United Kingdom,0,0
2/20/2020,United Kingdom,0,0
2/21/2020,United Kingdom,0,0
2/22/2020,United Kingdom,0,0
2/23/2020,United Kingdom,0,0
2/24/2020,United Kingdom,4,0
2/25/2020,United Kingdom,0,0
2/26/2020,United Kingdom,0,0
2/27/2020,United Kingdom,0,0
2/28/2020,United Kingdom,3,0
2/29/2020,United Kingdom,2,0
3/1/2020,United Kingdom,5,0
3/2/2020,United Kingdom,13,0
3/3/2020,United Kingdom,4,0
3/4/2020,United Kingdom,11,0
3/5/2020,United Kingdom,34,0
3/6/2020,United Kingdom,30,0
3/7/2020,United Kingdom,48,1
3/8/2020,United Kingdom,43,1
3/9/2020,United Kingdom,67,0
3/10/2020,United Kingdom,48,1
3/11/2020,United Kingdom,52,4
3/12/2020,United Kingdom,83,0
3/13/2020,United Kingdom,134,2
3/14/2020,United Kingdom,117,1
3/15/2020,United Kingdom,433,18
3/16/2020,United Kingdom,251,15
3/17/2020,United Kingdom,152,22
3/18/2020,United Kingdom,407,16
3/19/2020,United Kingdom,680,34
3/20/2020,United Kingdom,647,43
3/21/2020,United Kingdom,706,36
3/22/2020,United Kingdom,1035,56
3/23/2020,United Kingdom,665,35
3/24/2020,United Kingdom,967,74
3/25/2020,United Kingdom,1427,149
3/26/2020,United Kingdom,1452,186
3/27/2020,United Kingdom,2129,183
3/28/2020,United Kingdom,2885,284
3/29/2020,United Kingdom,2546,294
3/30/2020,United Kingdom,2433,214
3/31/2020,United Kingdom,2619,374
4/1/2020,United Kingdom,3009,382
4/2/2020,United Kingdom,4324,670
4/3/2020,United Kingdom,4244,652
4/4/2020,United Kingdom,4450,714
4/5/2020,United Kingdom,3735,760
4/6/2020,United Kingdom,5903,644
4/7/2020,United Kingdom,3802,568
4/8/2020,United Kingdom,3634,1038
4/9/2020,United Kingdom,5491,1034
4/10/2020,United Kingdom,4344,1103
4/11/2020,United Kingdom,5195,1152
4/12/2020,United Kingdom,8719,839
4/13/2020,United Kingdom,5288,686
4/14/2020,United Kingdom,4342,744
4/15/2020,United Kingdom,5252,1044
4/16/2020,United Kingdom,4603,842
4/17/2020,United Kingdom,4617,1029
4/18/2020,United Kingdom,5599,935
4/19/2020,United Kingdom,5525,1115
4/20/2020,United Kingdom,5850,498
4/21/2020,United Kingdom,4676,559
4/22/2020,United Kingdom,4301,1172
4/23/2020,United Kingdom,4451,837
4/24/2020,United Kingdom,4583,727
4/25/2020,United Kingdom,5386,1005
4/26/2020,United Kingdom,4913,843
4/27/2020,United Kingdom,4463,420
4/28/2020,United Kingdom,4309,338
4/29/2020,United Kingdom,3996,909
4/30/2020,United Kingdom,4076,795
5/1/2020,United Kingdom,6032,674
5/2/2020,United Kingdom,6201,739
5/3/2020,United Kingdom,4806,621
5/4/2020,United Kingdom,4339,315
5/5/2020,United Kingdom,3985,288
5/6/2020,United Kingdom,4406,693
5/7/2020,United Kingdom,6211,649
5/8/2020,United Kingdom,5514,539
5/9/2020,United Kingdom,4649,626
